matric_number,course_code,course_title,ca_score_30
MAT-2024-0926,GST 101,Use of English,14.4
MAT-2024-0927,CHM 101,General Chemistry I,21.7
MAT-2024-0927,MAT 102,General Mathematics II,20.1
MAT-2024-0927,BIO 101,General Biology I,13.5
MAT-2024-0927,CSC 101,Introduction to Computer Science,15.2
MAT-2024-0927,ENG 101,Engineering Mechanics,16.5
MAT-2024-0927,CSC 102,Introduction to Problem Solving,17.8
MAT-2024-0927,CHM 102,Practical Chemistry I,22.1
MAT-2024-0928,CSC 102,Introduction to Problem Solving,14.6
MAT-2024-0929,CSC 101,Introduction to Computer Science,26.0
MAT-2024-0929,BIO 101,General Biology I,22.2
MAT-2024-0929,CHM 102,Practical Chemistry I,21.4
MAT-2024-0929,CSC 102,Introduction to Problem Solving,20.9
MAT-2024-0929,PHY 101,General Physics I,22.3
MAT-2024-0929,GST 102,Nigerian Peoples and Culture,22.5
MAT-2024-0929,PHY 102,Practical Physics I,24.5
MAT-2024-0929,CHM 101,General Chemistry I,26.1
MAT-2024-0929,STA 101,Introductory Statistics,25.7
MAT-2024-0930,ENG 101,Engineering Mechanics,17.3
MAT-2024-0930,MAT 102,General Mathematics II,18.0
MAT-2024-0930,STA 101,Introductory Statistics,21.3
MAT-2024-0931,MAT 101,General Mathematics I,19.1
MAT-2024-0931,CSC 101,Introduction to Computer Science,15.9
MAT-2024-0931,BIO 101,General Biology I,18.7
MAT-2024-0931,PHY 102,Practical Physics I,18.5
MAT-2024-0931,GST 101,Use of English,12.5
MAT-2024-0931,CHM 102,Practical Chemistry I,20.6
MAT-2024-0931,MAT 102,General Mathematics II,9.5
MAT-2024-0931,CSC 102,Introduction to Problem Solving,15.3
MAT-2024-0932,CSC 102,Introduction to Problem Solving,10.4
MAT-2024-0932,CHM 102,Practical Chemistry I,9.9
MAT-2024-0932,CSC 101,Introduction to Computer Science,11.1
MAT-2024-0932,PHY 101,General Physics I,8.1
MAT-2024-0932,PHY 102,Practical Physics I,1.0
MAT-2024-0932,GST 102,Nigerian Peoples and Culture,6.2
MAT-2024-0933,CHM 102,Practical Chemistry I,13.7
MAT-2024-0933,STA 101,Introductory Statistics,9.5
MAT-2024-0933,PHY 101,General Physics I,15.3
MAT-2024-0933,GST 102,Nigerian Peoples and Culture,11.2
MAT-2024-0933,ENG 101,Engineering Mechanics,18.9
MAT-2024-0933,CSC 101,Introduction to Computer Science,19.5
MAT-2024-0933,GST 101,Use of English,14.2
MAT-2024-0933,CHM 101,General Chemistry I,21.5
MAT-2024-0934,MAT 101,General Mathematics I,19.6
MAT-2024-0934,CSC 101,Introduction to Computer Science,20.0
MAT-2024-0934,STA 101,Introductory Statistics,26.8
MAT-2024-0934,PHY 102,Practical Physics I,25.4
MAT-2024-0934,CSC 102,Introduction to Problem Solving,23.8
MAT-2024-0934,GST 102,Nigerian Peoples and Culture,20.4
MAT-2024-0934,ENG 101,Engineering Mechanics,20.7
MAT-2024-0935,CSC 101,Introduction to Computer Science,13.2
MAT-2024-0935,CSC 102,Introduction to Problem Solving,9.2
MAT-2024-0935,MAT 101,General Mathematics I,18.5
MAT-2024-0936,CHM 101,General Chemistry I,23.9
MAT-2024-0936,MAT 102,General Mathematics II,15.8
MAT-2024-0936,BIO 101,General Biology I,11.0
MAT-2024-0936,CSC 102,Introduction to Problem Solving,12.1
MAT-2024-0936,CSC 101,Introduction to Computer Science,13.9
MAT-2024-0936,PHY 101,General Physics I,20.1
MAT-2024-0936,CHM 102,Practical Chemistry I,17.1
MAT-2024-0937,MAT 101,General Mathematics I,23.1
MAT-2024-0937,PHY 102,Practical Physics I,26.6
MAT-2024-0937,CHM 101,General Chemistry I,16.1
MAT-2024-0937,MAT 102,General Mathematics II,26.7
MAT-2024-0938,BIO 101,General Biology I,20.8
MAT-2024-0938,MAT 102,General Mathematics II,19.4
MAT-2024-0938,GST 102,Nigerian Peoples and Culture,21.5
MAT-2024-0938,MAT 101,General Mathematics I,24.2
MAT-2024-0938,CSC 102,Introduction to Problem Solving,18.4
MAT-2024-0938,GST 101,Use of English,19.0
MAT-2024-0938,PHY 101,General Physics I,20.7
MAT-2024-0938,CHM 101,General Chemistry I,17.0
MAT-2024-0939,BIO 101,General Biology I,22.1
MAT-2024-0939,MAT 102,General Mathematics II,19.2
MAT-2024-0939,ENG 101,Engineering Mechanics,25.1
MAT-2024-0939,CSC 102,Introduction to Problem Solving,19.0
MAT-2024-0939,PHY 101,General Physics I,27.1
MAT-2024-0939,MAT 101,General Mathematics I,21.3
MAT-2024-0939,GST 102,Nigerian Peoples and Culture,25.7
MAT-2024-0939,CHM 101,General Chemistry I,20.4
MAT-2024-0939,CSC 101,Introduction to Computer Science,21.1
MAT-2024-0939,CHM 102,Practical Chemistry I,25.7
MAT-2024-0939,PHY 102,Practical Physics I,29.6
MAT-2024-0940,CSC 101,Introduction to Computer Science,18.2
MAT-2024-0940,MAT 101,General Mathematics I,14.6
MAT-2024-0940,CHM 102,Practical Chemistry I,16.9
MAT-2024-0941,MAT 101,General Mathematics I,20.0
MAT-2024-0941,CSC 101,Introduction to Computer Science,20.3
MAT-2024-0941,MAT 102,General Mathematics II,23.1
MAT-2024-0941,PHY 102,Practical Physics I,19.2
MAT-2024-0941,CHM 101,General Chemistry I,15.2
MAT-2024-0941,STA 101,Introductory Statistics,24.6
MAT-2024-0942,MAT 101,General Mathematics I,21.9
MAT-2024-0942,PHY 101,General Physics I,18.2
MAT-2024-0943,CSC 101,Introduction to Computer Science,14.2
MAT-2024-0943,MAT 102,General Mathematics II,19.0
MAT-2024-0943,CHM 102,Practical Chemistry I,12.6
MAT-2024-0943,CHM 101,General Chemistry I,7.8
MAT-2024-0943,GST 102,Nigerian Peoples and Culture,14.9
MAT-2024-0943,CSC 102,Introduction to Problem Solving,16.7
MAT-2024-0943,GST 101,Use of English,21.7
MAT-2024-0944,STA 101,Introductory Statistics,21.3
MAT-2024-0944,MAT 101,General Mathematics I,19.6
MAT-2024-0944,PHY 101,General Physics I,29.0
MAT-2024-0944,CHM 101,General Chemistry I,14.3
MAT-2024-0944,MAT 102,General Mathematics II,17.1
MAT-2024-0944,GST 102,Nigerian Peoples and Culture,23.3
MAT-2024-0944,GST 101,Use of English,20.0
MAT-2024-0944,CSC 102,Introduction to Problem Solving,22.5
MAT-2024-0944,ENG 101,Engineering Mechanics,20.1
MAT-2024-0944,BIO 101,General Biology I,24.9
MAT-2024-0945,BIO 101,General Biology I,17.4
MAT-2024-0945,CSC 101,Introduction to Computer Science,21.4
MAT-2024-0945,PHY 101,General Physics I,16.4
MAT-2024-0945,CHM 101,General Chemistry I,10.9
MAT-2024-0945,STA 101,Introductory Statistics,23.4
MAT-2024-0946,ENG 101,Engineering Mechanics,19.2
MAT-2024-0946,GST 102,Nigerian Peoples and Culture,10.2
MAT-2024-0946,GST 101,Use of English,17.7
MAT-2024-0946,CHM 102,Practical Chemistry I,13.8
MAT-2024-0946,MAT 101,General Mathematics I,14.4
MAT-2024-0946,PHY 101,General Physics I,23.7
MAT-2024-0946,CHM 101,General Chemistry I,14.9
MAT-2024-0946,STA 101,Introductory Statistics,18.7
MAT-2024-0946,MAT 102,General Mathematics II,18.5
MAT-2024-0947,BIO 101,General Biology I,21.1
MAT-2024-0947,CSC 102,Introduction to Problem Solving,12.2
MAT-2024-0948,MAT 102,General Mathematics II,19.5
MAT-2024-0948,CSC 102,Introduction to Problem Solving,14.3
MAT-2024-0948,CHM 101,General Chemistry I,19.9
MAT-2024-0948,ENG 101,Engineering Mechanics,15.7
MAT-2024-0948,STA 101,Introductory Statistics,6.9
MAT-2024-0948,CHM 102,Practical Chemistry I,14.8
MAT-2024-0948,BIO 101,General Biology I,8.3
MAT-2024-0948,PHY 102,Practical Physics I,12.3
MAT-2024-0948,GST 102,Nigerian Peoples and Culture,11.9
MAT-2024-0948,CSC 101,Introduction to Computer Science,5.8
MAT-2024-0949,PHY 102,Practical Physics I,16.1
MAT-2024-0949,MAT 102,General Mathematics II,15.5
MAT-2024-0949,BIO 101,General Biology I,6.8
MAT-2024-0950,CSC 102,Introduction to Problem Solving,24.8
MAT-2024-0950,CHM 102,Practical Chemistry I,15.7
MAT-2024-0950,BIO 101,General Biology I,17.2
MAT-2024-0950,MAT 102,General Mathematics II,19.8
MAT-2024-0950,CSC 101,Introduction to Computer Science,17.0
MAT-2024-0950,GST 101,Use of English,23.0
MAT-2024-0950,STA 101,Introductory Statistics,23.1
MAT-2024-0950,GST 102,Nigerian Peoples and Culture,17.9
MAT-2024-0950,PHY 101,General Physics I,21.5
MAT-2024-0951,PHY 101,General Physics I,20.6
MAT-2024-0952,BIO 101,General Biology I,24.3
MAT-2024-0953,MAT 102,General Mathematics II,25.4
MAT-2024-0953,PHY 101,General Physics I,18.9
MAT-2024-0953,GST 101,Use of English,20.3
MAT-2024-0953,PHY 102,Practical Physics I,24.6
MAT-2024-0953,ENG 101,Engineering Mechanics,20.0
MAT-2024-0953,GST 102,Nigerian Peoples and Culture,16.8
MAT-2024-0953,MAT 101,General Mathematics I,10.3
MAT-2024-0953,CSC 101,Introduction to Computer Science,22.5
MAT-2024-0953,STA 101,Introductory Statistics,20.9
MAT-2024-0953,CSC 102,Introduction to Problem Solving,23.0
MAT-2024-0953,BIO 101,General Biology I,9.5
MAT-2024-0954,GST 101,Use of English,10.0
MAT-2024-0954,CSC 102,Introduction to Problem Solving,10.0
MAT-2024-0954,CHM 101,General Chemistry I,1.2
MAT-2024-0954,CHM 102,Practical Chemistry I,13.2
MAT-2024-0954,PHY 101,General Physics I,10.4
MAT-2024-0954,PHY 102,Practical Physics I,15.8
MAT-2024-0954,CSC 101,Introduction to Computer Science,12.0
MAT-2024-0954,BIO 101,General Biology I,14.0
MAT-2024-0954,STA 101,Introductory Statistics,15.9
MAT-2024-0954,ENG 101,Engineering Mechanics,10.6
MAT-2024-0954,MAT 101,General Mathematics I,11.1
MAT-2024-0955,CHM 102,Practical Chemistry I,9.0
MAT-2024-0955,STA 101,Introductory Statistics,6.3
MAT-2024-0956,ENG 101,Engineering Mechanics,20.9
MAT-2024-0956,CSC 102,Introduction to Problem Solving,21.7
MAT-2024-0956,PHY 102,Practical Physics I,26.5
MAT-2024-0956,CHM 102,Practical Chemistry I,25.1
MAT-2024-0956,MAT 101,General Mathematics I,22.6
MAT-2024-0956,CSC 101,Introduction to Computer Science,25.4
MAT-2024-0957,STA 101,Introductory Statistics,11.9
MAT-2024-0957,MAT 102,General Mathematics II,9.2
MAT-2024-0957,CHM 102,Practical Chemistry I,9.2
MAT-2024-0957,BIO 101,General Biology I,13.3
MAT-2024-0958,MAT 102,General Mathematics II,17.0
MAT-2024-0958,MAT 101,General Mathematics I,20.5
MAT-2024-0958,CHM 102,Practical Chemistry I,16.4
MAT-2024-0958,CSC 101,Introduction to Computer Science,12.5
MAT-2024-0958,BIO 101,General Biology I,21.3
MAT-2024-0958,PHY 102,Practical Physics I,22.2
MAT-2024-0958,STA 101,Introductory Statistics,18.2
MAT-2024-0958,GST 101,Use of English,12.8
MAT-2024-0959,STA 101,Introductory Statistics,20.9
MAT-2024-0959,BIO 101,General Biology I,12.7
MAT-2024-0959,ENG 101,Engineering Mechanics,10.3
MAT-2024-0959,MAT 101,General Mathematics I,12.9
MAT-2024-0959,GST 102,Nigerian Peoples and Culture,21.2
MAT-2024-0959,CHM 101,General Chemistry I,13.1
MAT-2024-0959,CSC 102,Introduction to Problem Solving,8.7
MAT-2024-0959,MAT 102,General Mathematics II,7.6
MAT-2024-0959,CSC 101,Introduction to Computer Science,13.3
MAT-2024-0960,GST 102,Nigerian Peoples and Culture,14.3
MAT-2024-0960,MAT 101,General Mathematics I,14.7
MAT-2024-0960,GST 101,Use of English,17.2
MAT-2024-0960,PHY 102,Practical Physics I,12.6
MAT-2024-0960,STA 101,Introductory Statistics,13.3
MAT-2024-0960,MAT 102,General Mathematics II,8.1
MAT-2024-0960,CSC 102,Introduction to Problem Solving,19.5
MAT-2024-0960,PHY 101,General Physics I,9.9
MAT-2024-0960,CSC 101,Introduction to Computer Science,16.6
MAT-2024-0961,STA 101,Introductory Statistics,8.4
MAT-2024-0962,CHM 102,Practical Chemistry I,22.4
MAT-2024-0962,GST 102,Nigerian Peoples and Culture,21.1
MAT-2024-0962,CSC 101,Introduction to Computer Science,14.8
MAT-2024-0962,PHY 102,Practical Physics I,24.3
MAT-2024-0962,ENG 101,Engineering Mechanics,28.7
MAT-2024-0962,MAT 102,General Mathematics II,26.6
MAT-2024-0962,CHM 101,General Chemistry I,15.6
MAT-2024-0963,MAT 102,General Mathematics II,7.4
MAT-2024-0963,CHM 101,General Chemistry I,3.1
MAT-2024-0964,CSC 102,Introduction to Problem Solving,21.2
MAT-2024-0964,MAT 101,General Mathematics I,24.2
MAT-2024-0964,CHM 101,General Chemistry I,20.3
MAT-2024-0964,ENG 101,Engineering Mechanics,23.2
MAT-2024-0964,PHY 101,General Physics I,25.6
MAT-2024-0964,BIO 101,General Biology I,24.9
MAT-2024-0965,STA 101,Introductory Statistics,25.7
MAT-2024-0965,BIO 101,General Biology I,26.2
MAT-2024-0965,CHM 101,General Chemistry I,25.1
MAT-2024-0965,GST 101,Use of English,15.8
MAT-2024-0966,CHM 101,General Chemistry I,10.6
MAT-2024-0966,CSC 101,Introduction to Computer Science,19.6
MAT-2024-0966,PHY 101,General Physics I,22.2
MAT-2024-0966,STA 101,Introductory Statistics,12.3
MAT-2024-0966,MAT 101,General Mathematics I,16.6
MAT-2024-0966,GST 101,Use of English,18.4
MAT-2024-0966,GST 102,Nigerian Peoples and Culture,25.4
MAT-2024-0966,BIO 101,General Biology I,26.0
MAT-2024-0966,MAT 102,General Mathematics II,12.3
MAT-2024-0967,MAT 102,General Mathematics II,23.5
MAT-2024-0968,GST 102,Nigerian Peoples and Culture,15.2
MAT-2024-0968,CSC 101,Introduction to Computer Science,11.7
MAT-2024-0968,GST 101,Use of English,15.3
MAT-2024-0968,STA 101,Introductory Statistics,8.7
MAT-2024-0968,BIO 101,General Biology I,13.4
MAT-2024-0968,CHM 101,General Chemistry I,11.4
MAT-2024-0968,ENG 101,Engineering Mechanics,14.6
MAT-2024-0968,CSC 102,Introduction to Problem Solving,8.4
MAT-2024-0969,MAT 102,General Mathematics II,22.4
MAT-2024-0969,PHY 101,General Physics I,25.3
MAT-2024-0969,GST 102,Nigerian Peoples and Culture,21.7
MAT-2024-0970,CSC 101,Introduction to Computer Science,21.2
MAT-2024-0970,GST 101,Use of English,23.7
MAT-2024-0970,MAT 101,General Mathematics I,17.9
MAT-2024-0970,BIO 101,General Biology I,18.6
MAT-2024-0970,ENG 101,Engineering Mechanics,7.4
MAT-2024-0970,PHY 101,General Physics I,14.2
MAT-2024-0970,CHM 102,Practical Chemistry I,11.7
MAT-2024-0970,MAT 102,General Mathematics II,16.1
MAT-2024-0970,GST 102,Nigerian Peoples and Culture,15.0
MAT-2024-0970,CHM 101,General Chemistry I,14.5
MAT-2024-0970,PHY 102,Practical Physics I,13.6
MAT-2024-0971,MAT 101,General Mathematics I,18.0
MAT-2024-0971,PHY 101,General Physics I,11.6
MAT-2024-0971,GST 102,Nigerian Peoples and Culture,9.0
MAT-2024-0971,CHM 101,General Chemistry I,13.1
MAT-2024-0971,MAT 102,General Mathematics II,19.4
MAT-2024-0971,PHY 102,Practical Physics I,11.7
MAT-2024-0971,STA 101,Introductory Statistics,13.8
MAT-2024-0971,CSC 102,Introduction to Problem Solving,16.9
MAT-2024-0972,GST 101,Use of English,20.8
MAT-2024-0972,MAT 102,General Mathematics II,18.0
MAT-2024-0972,CHM 101,General Chemistry I,15.1
MAT-2024-0972,CHM 102,Practical Chemistry I,19.0
MAT-2024-0972,GST 102,Nigerian Peoples and Culture,15.0
MAT-2024-0972,STA 101,Introductory Statistics,16.7
MAT-2024-0973,CHM 102,Practical Chemistry I,18.4
MAT-2024-0973,PHY 101,General Physics I,21.1
MAT-2024-0973,CHM 101,General Chemistry I,23.1
MAT-2024-0973,CSC 101,Introduction to Computer Science,20.5
MAT-2024-0973,PHY 102,Practical Physics I,23.5
MAT-2024-0973,MAT 102,General Mathematics II,24.7
MAT-2024-0973,MAT 101,General Mathematics I,25.4
MAT-2024-0973,ENG 101,Engineering Mechanics,29.5
MAT-2024-0974,GST 102,Nigerian Peoples and Culture,25.6
MAT-2024-0974,MAT 102,General Mathematics II,16.6
MAT-2024-0974,PHY 101,General Physics I,19.6
MAT-2024-0974,GST 101,Use of English,25.8
MAT-2024-0974,CSC 102,Introduction to Problem Solving,16.8
MAT-2024-0974,STA 101,Introductory Statistics,25.2
MAT-2024-0974,CHM 101,General Chemistry I,26.4
MAT-2024-0974,CSC 101,Introduction to Computer Science,26.3
MAT-2024-0974,BIO 101,General Biology I,23.5
MAT-2024-0974,CHM 102,Practical Chemistry I,18.6
MAT-2024-0975,PHY 102,Practical Physics I,28.6
MAT-2024-0975,GST 101,Use of English,18.2
MAT-2024-0975,CSC 101,Introduction to Computer Science,18.3
MAT-2024-0975,PHY 101,General Physics I,16.2
MAT-2024-0975,CHM 101,General Chemistry I,19.0
MAT-2024-0976,STA 101,Introductory Statistics,15.4
MAT-2024-0976,GST 102,Nigerian Peoples and Culture,14.4
MAT-2024-0976,BIO 101,General Biology I,10.4
MAT-2024-0976,MAT 101,General Mathematics I,20.1
MAT-2024-0976,CSC 101,Introduction to Computer Science,14.3
MAT-2024-0976,PHY 102,Practical Physics I,21.3
MAT-2024-0976,GST 101,Use of English,21.4
MAT-2024-0976,MAT 102,General Mathematics II,26.0
MAT-2024-0976,CHM 102,Practical Chemistry I,18.2
MAT-2024-0976,CHM 101,General Chemistry I,18.6
MAT-2024-0977,MAT 101,General Mathematics I,8.9
MAT-2024-0977,PHY 101,General Physics I,9.9
MAT-2024-0977,ENG 101,Engineering Mechanics,10.5
MAT-2024-0977,CHM 102,Practical Chemistry I,6.6
MAT-2024-0977,CSC 101,Introduction to Computer Science,11.2
MAT-2024-0977,BIO 101,General Biology I,3.7
MAT-2024-0977,CHM 101,General Chemistry I,10.7
MAT-2024-0978,CHM 101,General Chemistry I,14.0
MAT-2024-0978,STA 101,Introductory Statistics,15.6
MAT-2024-0978,GST 101,Use of English,20.8
MAT-2024-0978,GST 102,Nigerian Peoples and Culture,19.7
MAT-2024-0978,PHY 101,General Physics I,13.0
MAT-2024-0978,BIO 101,General Biology I,13.7
MAT-2024-0979,CSC 101,Introduction to Computer Science,6.8
MAT-2024-0979,PHY 101,General Physics I,17.9
MAT-2024-0979,BIO 101,General Biology I,18.5
MAT-2024-0979,CSC 102,Introduction to Problem Solving,18.9
MAT-2024-0979,CHM 102,Practical Chemistry I,10.8
MAT-2024-0979,CHM 101,General Chemistry I,16.1
MAT-2024-0979,STA 101,Introductory Statistics,13.7
MAT-2024-0979,ENG 101,Engineering Mechanics,15.4
MAT-2024-0979,GST 101,Use of English,18.1
MAT-2024-0979,GST 102,Nigerian Peoples and Culture,16.2
MAT-2024-0980,GST 101,Use of English,17.2
MAT-2024-0980,CSC 101,Introduction to Computer Science,15.0
MAT-2024-0980,PHY 102,Practical Physics I,19.1
MAT-2024-0980,CHM 101,General Chemistry I,17.5
MAT-2024-0981,ENG 101,Engineering Mechanics,10.5
MAT-2024-0981,CSC 101,Introduction to Computer Science,10.1
MAT-2024-0981,CHM 102,Practical Chemistry I,11.1
MAT-2024-0981,STA 101,Introductory Statistics,16.9
MAT-2024-0981,PHY 102,Practical Physics I,20.6
MAT-2024-0981,BIO 101,General Biology I,8.1
MAT-2024-0982,MAT 101,General Mathematics I,9.4
MAT-2024-0982,PHY 101,General Physics I,19.9
MAT-2024-0982,BIO 101,General Biology I,8.1
MAT-2024-0982,CSC 102,Introduction to Problem Solving,2.9
MAT-2024-0982,STA 101,Introductory Statistics,14.3
MAT-2024-0982,CHM 102,Practical Chemistry I,16.2
MAT-2024-0982,GST 101,Use of English,12.3
MAT-2024-0982,PHY 102,Practical Physics I,5.3
MAT-2024-0983,MAT 102,General Mathematics II,28.0
MAT-2024-0983,STA 101,Introductory Statistics,23.7
MAT-2024-0983,PHY 102,Practical Physics I,23.3
MAT-2024-0983,CHM 102,Practical Chemistry I,22.5
MAT-2024-0983,CSC 101,Introduction to Computer Science,18.4
MAT-2024-0984,PHY 101,General Physics I,13.3
MAT-2024-0984,ENG 101,Engineering Mechanics,18.6
MAT-2024-0984,MAT 102,General Mathematics II,6.4
MAT-2024-0984,STA 101,Introductory Statistics,17.1
MAT-2024-0984,GST 102,Nigerian Peoples and Culture,15.8
MAT-2024-0984,CHM 102,Practical Chemistry I,20.9
MAT-2024-0984,CSC 102,Introduction to Problem Solving,18.3
MAT-2024-0984,CSC 101,Introduction to Computer Science,15.0
MAT-2024-0984,CHM 101,General Chemistry I,9.2
MAT-2024-0985,ENG 101,Engineering Mechanics,21.1
MAT-2024-0985,PHY 102,Practical Physics I,23.4
MAT-2024-0985,MAT 102,General Mathematics II,30.0
MAT-2024-0985,GST 101,Use of English,26.7
MAT-2024-0985,CSC 102,Introduction to Problem Solving,21.2
MAT-2024-0985,CSC 101,Introduction to Computer Science,20.2
MAT-2024-0985,GST 102,Nigerian Peoples and Culture,21.9
MAT-2024-0985,CHM 102,Practical Chemistry I,21.0
MAT-2024-0986,STA 101,Introductory Statistics,18.5
MAT-2024-0986,GST 101,Use of English,20.8
MAT-2024-0987,ENG 101,Engineering Mechanics,6.1
MAT-2024-0987,MAT 102,General Mathematics II,19.1
MAT-2024-0987,PHY 102,Practical Physics I,15.4
MAT-2024-0987,STA 101,Introductory Statistics,21.0
MAT-2024-0987,GST 102,Nigerian Peoples and Culture,18.5
MAT-2024-0987,GST 101,Use of English,20.2
MAT-2024-0987,PHY 101,General Physics I,14.7
MAT-2024-0987,CHM 102,Practical Chemistry I,13.1
MAT-2024-0987,MAT 101,General Mathematics I,21.2
MAT-2024-0987,BIO 101,General Biology I,19.9
MAT-2024-0988,PHY 102,Practical Physics I,0.5
MAT-2024-0988,MAT 102,General Mathematics II,2.9
MAT-2024-0989,STA 101,Introductory Statistics,20.0
MAT-2024-0989,GST 102,Nigerian Peoples and Culture,13.5
MAT-2024-0989,PHY 101,General Physics I,9.7
MAT-2024-0989,BIO 101,General Biology I,12.8
MAT-2024-0989,CSC 101,Introduction to Computer Science,21.0
MAT-2024-0989,CHM 101,General Chemistry I,16.1
MAT-2024-0989,GST 101,Use of English,17.1
MAT-2024-0989,MAT 101,General Mathematics I,12.5
MAT-2024-0990,PHY 101,General Physics I,9.4
MAT-2024-0990,CHM 102,Practical Chemistry I,13.2
MAT-2024-0990,PHY 102,Practical Physics I,10.9
MAT-2024-0990,ENG 101,Engineering Mechanics,18.2
MAT-2024-0990,STA 101,Introductory Statistics,10.0
MAT-2024-0990,BIO 101,General Biology I,21.9
MAT-2024-0990,GST 102,Nigerian Peoples and Culture,10.9
MAT-2024-0990,CSC 102,Introduction to Problem Solving,12.0
MAT-2024-0990,MAT 101,General Mathematics I,18.8
MAT-2024-0990,CHM 101,General Chemistry I,23.7
MAT-2024-0991,CSC 101,Introduction to Computer Science,16.0
MAT-2024-0991,PHY 102,Practical Physics I,16.0
MAT-2024-0991,CHM 102,Practical Chemistry I,18.5
MAT-2024-0991,MAT 101,General Mathematics I,21.3
MAT-2024-0992,CHM 102,Practical Chemistry I,12.0
MAT-2024-0992,CSC 101,Introduction to Computer Science,4.9
MAT-2024-0992,BIO 101,General Biology I,4.4
MAT-2024-0993,CHM 101,General Chemistry I,12.8
MAT-2024-0993,ENG 101,Engineering Mechanics,27.3
